hours_studied,attendance,parental_involvement,access_to_resources,extracurricular_activities,sleep_hours,previous_scores,motivation_level,internet_access,tutoring_sessions,family_income,teacher_quality,school_type,peer_influence,physical_activity,learning_disabilities,parental_education_level,distance_from_home,gender,exam_score,gender_Female,gender_Male,school_type_Private,school_type_Public,peer_influence_Negative,peer_influence_Neutral,peer_influence_Positive,internet_access_No,internet_access_Yes,parental_involvement_encoded,access_to_resources_encoded,motivation_level_encoded,family_income_encoded,teacher_quality_encoded,study_level,attendance_level,sleep_category,hours_studied_scaled,attendance_scaled,sleep_hours_scaled,previous_scores_scaled,tutoring_sessions_scaled,study_effort,learning_efficiency,activity_study_balance,tutoring_study_impact
26,66,High,High,Yes,5,82,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Near,Female,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2,1,0,1,High,Poor,Low Sleep,1.005764444699114,-1.2105249072599464,-1.3821849342223185,0.48125673548773673,-0.40124168605466753,1716,2132,78,26
21,70,Medium,Low,Yes,7,90,Medium,No,1,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,63,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,0,1,High,Poor,Normal Sleep,0.17105954755967837,-0.8641026152040947,-0.01979557715729433,1.0368626593227803,-0.40124168605466753,1470,1890,84,21
17,64,Medium,Medium,Yes,6,60,Medium,Yes,1,Medium,Medium,Private,Positive,2,Yes,High School,Near,Male,61,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,Medium,Poor,Normal Sleep,-0.49670437015187013,-1.3837360532878724,-0.7009902556898064,-1.046659555058633,-0.40124168605466753,1088,1020,34,17
12,71,Medium,Medium,No,8,54,Medium,Yes,0,Low,Low,Public,Positive,5,No,College,Near,Male,61,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,0,Medium,Average,Healthy Sleep,-1.3314092672913058,-0.7774970421901317,0.6613991013752177,-1.4633639979349158,-1.213934457288018,852,648,60,0
15,91,Medium,Low,Yes,10,61,Medium,Yes,0,Low,High,Public,Neutral,4,No,High School,Moderate,Male,65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,2,Medium,Good,Healthy Sleep,-0.8305863290076444,0.9546144180891273,2.023788458440242,-0.9772088145792527,-1.213934457288018,1365,915,60,0
10,94,Medium,High,No,9,65,Medium,Yes,3,Low,Low,Private,Negative,2,No,High School,Moderate,Female,65,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,1,0,0,Low,Good,Healthy Sleep,-1.66529122614708,1.2144311371310161,1.3425937799077299,-0.6994058526617309,1.2241438564120333,940,650,20,30
20,91,High,Medium,Yes,6,64,High,Yes,0,High,Medium,Private,Positive,3,Yes,High School,Moderate,Female,69,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,2,2,1,Medium,Good,Normal Sleep,0.0041185681317912485,0.9546144180891273,-0.7009902556898064,-0.7688565931411113,-1.213934457288018,1820,1280,60,0
13,85,High,High,Yes,7,61,High,Yes,3,Medium,High,Public,Positive,2,No,High School,Moderate,Female,69,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,2,1,2,Medium,Average,Normal Sleep,-1.1644682878634187,0.43498098000534957,-0.01979557715729433,-0.9772088145792527,1.2241438564120333,1105,793,26,39
18,81,Low,Medium,No,9,73,Medium,Yes,1,High,Medium,Public,Negative,2,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1,2,1,Medium,Average,Healthy Sleep,-0.329763390723983,0.08855868794949777,1.3425937799077299,-0.14379992882668732,-0.40124168605466753,1458,1314,36,18
28,88,Low,High,Yes,8,93,Medium,Yes,3,Low,Medium,Public,Negative,1,No,Postgraduate,Moderate,Female,72,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,1,0,1,High,Good,Healthy Sleep,1.3396464035548883,0.6947976990472384,0.6613991013752177,1.2452148807609216,1.2241438564120333,2464,2604,28,84
27,76,High,High,Yes,9,55,Medium,Yes,3,Low,Medium,Private,Neutral,0,No,High School,Moderate,Female,69,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2,1,0,1,High,Average,Healthy Sleep,1.1727054241270012,-0.344469177120317,1.3425937799077299,-1.3939132574555355,1.2241438564120333,2052,1485,0,81
20,94,High,Medium,Yes,8,93,Low,Yes,1,Medium,Medium,Public,Neutral,3,No,College,Moderate,Female,71,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,Medium,Good,Healthy Sleep,0.0041185681317912485,1.2144311371310161,0.6613991013752177,1.2452148807609216,-0.40124168605466753,1880,1860,60,20
19,87,Medium,Medium,Yes,7,75,Medium,Yes,2,Low,Low,Public,Negative,3,No,High School,Moderate,Female,67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,0,Medium,Good,Normal Sleep,-0.16282241129609587,0.6081921260332754,-0.01979557715729433,-0.0048984478679264375,0.41145108517868284,1653,1425,57,38
31,88,Medium,High,No,7,83,Medium,Yes,0,Low,Medium,Private,Neutral,2,No,High School,Near,Male,72,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,1,0,1,High,Good,Normal Sleep,1.8404693418385496,0.6947976990472384,-0.01979557715729433,0.5507074759671171,-1.213934457288018,2728,2573,62,0
23,81,High,High,No,5,91,Low,Yes,0,High,High,Public,Positive,3,Yes,High School,Near,Female,70,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,0,2,2,High,Average,Low Sleep,0.5049415064154527,0.08855868794949777,-1.3821849342223185,1.1063133998021608,-1.213934457288018,1863,2093,69,0
18,95,Low,Medium,Yes,6,65,High,Yes,1,Low,High,Public,Negative,3,No,High School,Near,Female,68,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,2,0,2,Medium,Good,Normal Sleep,-0.329763390723983,1.3010367101449791,-0.7009902556898064,-0.6994058526617309,-0.40124168605466753,1710,1170,54,18
11,70,Medium,Medium,No,6,98,Medium,Yes,3,High,Medium,Private,Neutral,4,No,Postgraduate,Near,Female,66,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,2,1,Medium,Poor,Normal Sleep,-1.498350246719193,-0.8641026152040947,-0.7009902556898064,1.5924685831578238,1.2241438564120333,770,1078,44,33
22,75,Medium,High,No,6,54,Low,Yes,4,Low,High,Public,Positive,4,No,High School,Near,Male,68,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,0,0,2,High,Average,Normal Sleep,0.3380005269875655,-0.4310747501342799,-0.7009902556898064,-1.4633639979349158,2.0368366276453838,1650,1188,88,88
25,91,High,Low,Yes,7,76,Low,Yes,1,Low,High,Private,Positive,3,No,College,Near,Female,71,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0,2,High,Good,Normal Sleep,0.8388234652712269,0.9546144180891273,-0.01979557715729433,0.06455229261145401,-0.40124168605466753,2275,1900,75,25
16,80,Low,Medium,Yes,7,63,High,Yes,2,Low,Medium,Private,Neutral,3,No,Unknown,Far,Male,63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,2,0,1,Medium,Average,Normal Sleep,-0.6636453495797573,0.0019531149355348125,-0.01979557715729433,-0.8383073336204918,0.41145108517868284,1280,1008,48,32
22,96,Medium,High,No,7,70,Medium,No,2,Medium,Medium,Private,Negative,4,No,College,Moderate,Male,70,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,1,High,Good,Normal Sleep,0.3380005269875655,1.3876422831589421,-0.01979557715729433,-0.35215215026482866,0.41145108517868284,2112,1540,88,44
18,74,Medium,High,No,8,72,High,Yes,1,Low,High,Public,Negative,2,No,College,Moderate,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,2,0,2,Medium,Average,Healthy Sleep,-0.329763390723983,-0.5176803231482429,0.6613991013752177,-0.21325066930606779,-0.40124168605466753,1332,1296,36,18
19,75,High,High,Yes,6,96,Medium,Yes,2,Medium,Medium,Public,Positive,4,No,High School,Near,Female,70,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,1,1,1,Medium,Average,Normal Sleep,-0.16282241129609587,-0.4310747501342799,-0.7009902556898064,1.453567102199063,0.41145108517868284,1425,1824,76,38
5,96,Medium,Low,Yes,8,72,Low,Yes,3,Medium,Medium,Public,Negative,5,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,Low,Good,Healthy Sleep,-2.4999961232865155,1.3876422831589421,0.6613991013752177,-0.21325066930606779,1.2241438564120333,480,360,25,15
19,79,High,High,Yes,9,85,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,High School,Moderate,Male,68,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,1,1,1,Medium,Average,Healthy Sleep,-0.16282241129609587,-0.08465245807842814,1.3425937799077299,0.6896089569258781,-1.213934457288018,1501,1615,38,0
26,81,High,Medium,Yes,8,98,Low,Yes,1,Medium,Low,Private,Neutral,2,Yes,High School,Near,Female,69,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,0,1,0,High,Average,Healthy Sleep,1.005764444699114,0.08855868794949777,0.6613991013752177,1.5924685831578238,-0.40124168605466753,2106,2548,52,26
16,73,Medium,Medium,Yes,6,75,High,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Moderate,Female,66,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,2,1,1,Medium,Average,Normal Sleep,-0.6636453495797573,-0.6042858961622058,-0.7009902556898064,-0.0048984478679264375,1.2241438564120333,1168,1200,48,48
20,71,Low,Medium,No,8,70,Medium,Yes,0,Medium,High,Private,Neutral,3,No,High School,Far,Female,62,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1,2,Medium,Average,Healthy Sleep,0.0041185681317912485,-0.7774970421901317,0.6613991013752177,-0.35215215026482866,-1.213934457288018,1420,1400,60,0
15,86,Medium,High,No,8,99,High,Yes,2,Medium,Medium,Public,Neutral,5,No,High School,Near,Male,70,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,2,1,1,Medium,Good,Healthy Sleep,-0.8305863290076444,0.5215865530193126,0.6613991013752177,1.6619193236372043,0.41145108517868284,1290,1485,75,30
22,65,High,Low,No,8,91,Medium,Yes,2,High,Medium,Public,Negative,2,No,College,Moderate,Female,65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,1,2,1,High,Poor,Healthy Sleep,0.3380005269875655,-1.2971304802739094,0.6613991013752177,1.1063133998021608,0.41145108517868284,1430,2002,44,44
19,95,Low,High,Yes,9,97,Low,Yes,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2,0,1,1,Medium,Good,Healthy Sleep,-0.16282241129609587,1.3010367101449791,1.3425937799077299,1.5230178426784435,-1.213934457288018,1805,1843,38,0
14,91,Medium,High,Yes,8,70,Medium,Yes,2,Low,Medium,Private,Neutral,0,No,Postgraduate,Moderate,Male,68,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,1,0,1,Medium,Good,Healthy Sleep,-0.9975273084355315,0.9546144180891273,0.6613991013752177,-0.35215215026482866,0.41145108517868284,1274,980,0,28
28,68,Low,Low,Yes,9,85,Medium,Yes,0,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,High,Poor,Healthy Sleep,1.3396464035548883,-1.0373137612320207,1.3425937799077299,0.6896089569258781,-1.213934457288018,1904,2380,84,0
26,88,Low,High,Yes,7,62,High,No,1,High,High,Private,Positive,2,No,High School,Near,Female,70,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,2,2,2,2,High,Good,Normal Sleep,1.005764444699114,0.6947976990472384,-0.01979557715729433,-0.9077580740998723,-0.40124168605466753,2288,1612,52,26
16,84,Medium,High,Yes,6,93,Medium,Yes,0,High,Medium,Public,Positive,3,No,High School,Moderate,Male,69,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,1,2,1,Medium,Average,Normal Sleep,-0.6636453495797573,0.34837540699138664,-0.7009902556898064,1.2452148807609216,-1.213934457288018,1344,1488,48,0
23,67,Medium,Low,Yes,9,97,Medium,Yes,1,Medium,Medium,Private,Positive,3,No,College,Moderate,Male,66,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,1,1,1,High,Poor,Healthy Sleep,0.5049415064154527,-1.1239193342459837,1.3425937799077299,1.5230178426784435,-0.40124168605466753,1541,2231,69,23
23,71,Medium,Medium,Yes,6,63,Low,Yes,1,Low,High,Public,Positive,5,No,Unknown,Moderate,Male,66,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0,2,High,Average,Normal Sleep,0.5049415064154527,-0.7774970421901317,-0.7009902556898064,-0.8383073336204918,-0.40124168605466753,1633,1449,115,23
24,76,High,Medium,No,10,55,Low,Yes,2,Low,Medium,Public,Positive,4,No,High School,Near,Male,67,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,0,0,1,High,Average,Healthy Sleep,0.6718824858433398,-0.344469177120317,2.023788458440242,-1.3939132574555355,0.41145108517868284,1824,1320,96,48
10,88,Low,Medium,No,9,60,Medium,Yes,1,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,63,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1,0,1,Low,Good,Healthy Sleep,-1.66529122614708,0.6947976990472384,1.3425937799077299,-1.046659555058633,-0.40124168605466753,880,600,30,10
26,86,Low,High,Yes,7,82,Medium,Yes,2,Low,Medium,Private,Positive,3,No,High School,Moderate,Female,70,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,2,1,0,1,High,Good,Normal Sleep,1.005764444699114,0.5215865530193126,-0.01979557715729433,0.48125673548773673,0.41145108517868284,2236,2132,78,52
17,81,High,Medium,No,9,64,Medium,Yes,0,High,Medium,Public,Positive,3,Yes,High School,Far,Male,65,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,1,2,1,Medium,Average,Healthy Sleep,-0.49670437015187013,0.08855868794949777,1.3425937799077299,-0.7688565931411113,-1.213934457288018,1377,1088,51,0
18,91,Medium,High,No,8,82,Medium,Yes,3,Medium,Medium,Private,Positive,2,No,High School,Moderate,Male,70,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,1,1,1,Medium,Good,Healthy Sleep,-0.329763390723983,0.9546144180891273,0.6613991013752177,0.48125673548773673,1.2241438564120333,1638,1476,36,54
36,90,Medium,High,Yes,5,68,Low,Yes,1,Low,High,Public,Positive,2,No,High School,Moderate,Male,74,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,0,0,2,High,Good,Low Sleep,2.675174238977985,0.8680088450751643,-1.3821849342223185,-0.4910536312235896,-0.40124168605466753,3240,2448,72,36
22,85,High,Medium,Yes,6,96,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,Unknown,Moderate,Female,69,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,1,0,1,High,Average,Normal Sleep,0.3380005269875655,0.43498098000534957,-0.7009902556898064,1.453567102199063,-1.213934457288018,1870,2112,66,0
18,91,High,Medium,No,7,73,Low,Yes,0,Low,Medium,Public,Negative,4,No,College,Near,Male,68,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1,0,0,1,Medium,Good,Normal Sleep,-0.329763390723983,0.9546144180891273,-0.01979557715729433,-0.14379992882668732,-1.213934457288018,1638,1314,72,0
7,73,Medium,Medium,Yes,7,75,Medium,Yes,1,High,High,Private,Positive,3,No,College,Near,Male,64,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,2,Low,Average,Normal Sleep,-2.1661141644307413,-0.6042858961622058,-0.01979557715729433,-0.0048984478679264375,-0.40124168605466753,511,525,21,7
28,95,High,Medium,No,9,67,Low,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,High,Good,Healthy Sleep,1.3396464035548883,1.3010367101449791,1.3425937799077299,-0.5605043717029701,0.41145108517868284,2660,1876,84,56
12,85,Medium,Medium,Yes,7,54,Medium,Yes,4,Low,High,Public,Positive,3,No,College,Moderate,Male,66,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,2,Medium,Average,Normal Sleep,-1.3314092672913058,0.43498098000534957,-0.01979557715729433,-1.4633639979349158,2.0368366276453838,1020,648,36,48
14,93,Medium,Low,Yes,5,75,Low,Yes,0,Medium,High,Public,Negative,3,No,High School,Moderate,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,2,Medium,Good,Low Sleep,-0.9975273084355315,1.1278255641170531,-1.3821849342223185,-0.0048984478679264375,-1.213934457288018,1302,1050,42,0
18,82,High,Low,Yes,6,89,High,Yes,0,Medium,Medium,Private,Positive,1,Yes,College,Moderate,Male,66,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,0,2,1,1,Medium,Average,Normal Sleep,-0.329763390723983,0.17516426096346072,-0.7009902556898064,0.9674119188433998,-1.213934457288018,1476,1602,18,0
28,69,Medium,Low,No,8,98,Medium,Yes,0,Medium,Medium,Public,Positive,5,No,High School,Near,Male,67,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,1,1,1,High,Poor,Healthy Sleep,1.3396464035548883,-0.9507081882180577,0.6613991013752177,1.5924685831578238,-1.213934457288018,1932,2744,140,0
25,82,Medium,High,No,4,54,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,1,1,1,High,Average,Low Sleep,0.8388234652712269,0.17516426096346072,-2.0633796127548307,-1.4633639979349158,-1.213934457288018,2050,1350,75,0
19,75,Medium,Medium,Yes,5,90,High,Yes,0,Medium,Unknown,Private,Negative,3,No,Postgraduate,Near,Female,66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,2,1,-1,Medium,Average,Low Sleep,-0.16282241129609587,-0.4310747501342799,-1.3821849342223185,1.0368626593227803,-1.213934457288018,1425,1710,57,0
22,88,Medium,Low,Yes,6,63,Low,Yes,3,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Male,69,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,1,High,Good,Normal Sleep,0.3380005269875655,0.6947976990472384,-0.7009902556898064,-0.8383073336204918,1.2241438564120333,1936,1386,66,66
16,79,Medium,Medium,Yes,8,91,Medium,Yes,4,High,Medium,Private,Positive,1,No,Postgraduate,Near,Male,69,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,1,Medium,Average,Healthy Sleep,-0.6636453495797573,-0.08465245807842814,0.6613991013752177,1.1063133998021608,2.0368366276453838,1264,1456,16,64
21,93,Medium,Low,No,7,67,High,Yes,2,Low,Medium,Public,Neutral,3,No,College,Far,Female,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,2,0,1,High,Good,Normal Sleep,0.17105954755967837,1.1278255641170531,-0.01979557715729433,-0.5605043717029701,0.41145108517868284,1953,1407,63,42
20,87,Low,Low,No,8,56,Medium,No,1,High,Medium,Public,Negative,1,No,College,Near,Female,64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,2,1,Medium,Good,Healthy Sleep,0.0041185681317912485,0.6081921260332754,0.6613991013752177,-1.324462516976155,-0.40124168605466753,1740,1120,20,20
26,87,Medium,Medium,Yes,7,81,Medium,Yes,1,High,Medium,Public,Negative,2,No,High School,Near,Male,70,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,2,1,High,Good,Normal Sleep,1.005764444699114,0.6081921260332754,-0.01979557715729433,0.41180599500835624,-0.40124168605466753,2262,2106,52,26
26,69,Medium,Medium,No,7,95,Medium,Yes,1,Low,Medium,Public,Negative,4,No,Postgraduate,Near,Female,67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,1,High,Poor,Normal Sleep,1.005764444699114,-0.9507081882180577,-0.01979557715729433,1.3841163617196826,-0.40124168605466753,1794,2470,104,26
23,99,Low,Low,No,6,59,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Far,Male,68,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1,1,1,High,Good,Normal Sleep,0.5049415064154527,1.6474590022008309,-0.7009902556898064,-1.1161102955380136,-0.40124168605466753,2277,1357,69,23
18,94,Medium,Medium,Yes,8,51,Medium,Yes,0,High,Medium,Public,Positive,3,Yes,College,Moderate,Female,67,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,1,Medium,Good,Healthy Sleep,-0.329763390723983,1.2144311371310161,0.6613991013752177,-1.6717162193730573,-1.213934457288018,1692,918,54,0
24,92,High,Medium,Yes,5,94,Low,Yes,1,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Female,73,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,High,Good,Low Sleep,0.6718824858433398,1.0412199911030902,-1.3821849342223185,1.314665621240302,-0.40124168605466753,2208,2256,48,24
19,73,Medium,Medium,Yes,7,85,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Far,Male,65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,Medium,Average,Normal Sleep,-0.16282241129609587,-0.6042858961622058,-0.01979557715729433,0.6896089569258781,-0.40124168605466753,1387,1615,57,19
14,81,Medium,High,No,9,90,Medium,Yes,3,High,High,Public,Neutral,3,No,Postgraduate,Near,Male,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,1,2,2,Medium,Average,Healthy Sleep,-0.9975273084355315,0.08855868794949777,1.3425937799077299,1.0368626593227803,1.2241438564120333,1134,1260,42,42
18,65,Medium,Medium,Yes,6,53,Medium,Yes,1,Medium,Medium,Private,Positive,3,Yes,Postgraduate,Near,Male,63,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,Medium,Poor,Normal Sleep,-0.329763390723983,-1.2971304802739094,-0.7009902556898064,-1.5328147384142963,-0.40124168605466753,1170,954,54,18
21,82,Medium,Medium,No,5,95,Medium,Yes,3,Low,Low,Public,Positive,4,No,High School,Near,Female,68,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,0,High,Average,Low Sleep,0.17105954755967837,0.17516426096346072,-1.3821849342223185,1.3841163617196826,1.2241438564120333,1722,1995,84,63
25,66,Medium,High,No,4,71,High,Yes,0,Medium,Medium,Public,Negative,3,Yes,High School,Near,Female,64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,2,1,1,High,Poor,Low Sleep,0.8388234652712269,-1.2105249072599464,-2.0633796127548307,-0.2827014097854482,-1.213934457288018,1650,1775,75,0
19,82,Low,High,No,8,95,Medium,Yes,2,Low,High,Public,Neutral,4,Yes,Postgraduate,Moderate,Female,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2,1,0,2,Medium,Average,Healthy Sleep,-0.16282241129609587,0.17516426096346072,0.6613991013752177,1.3841163617196826,0.41145108517868284,1558,1805,76,38
13,86,Medium,High,Yes,8,53,Medium,Yes,2,Low,High,Public,Positive,4,No,High School,Far,Male,66,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,1,0,2,Medium,Good,Healthy Sleep,-1.1644682878634187,0.5215865530193126,0.6613991013752177,-1.5328147384142963,0.41145108517868284,1118,689,52,26
20,76,Medium,Medium,No,6,94,Low,Yes,2,Low,High,Public,Neutral,3,Yes,High School,Moderate,Male,65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,2,Medium,Average,Normal Sleep,0.0041185681317912485,-0.344469177120317,-0.7009902556898064,1.314665621240302,0.41145108517868284,1520,1880,60,40
21,80,Medium,Medium,Yes,5,84,Low,Yes,4,Low,Medium,Private,Neutral,2,No,Postgraduate,Near,Female,69,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,High,Average,Low Sleep,0.17105954755967837,0.0019531149355348125,-1.3821849342223185,0.6201582164464976,2.0368366276453838,1680,1764,42,84
21,95,Low,Medium,No,7,78,High,Yes,2,Low,High,Public,Neutral,2,Yes,High School,Near,Male,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,2,0,2,High,Good,Normal Sleep,0.17105954755967837,1.3010367101449791,-0.01979557715729433,0.2034537735702149,0.41145108517868284,1995,1638,42,42
26,64,Low,High,Yes,9,53,Medium,No,2,Low,High,Public,Negative,4,No,College,Near,Male,64,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2,1,0,2,High,Poor,Healthy Sleep,1.005764444699114,-1.3837360532878724,1.3425937799077299,-1.5328147384142963,0.41145108517868284,1664,1378,104,52
26,92,High,High,No,5,84,High,Yes,0,Medium,High,Public,Neutral,2,No,Postgraduate,Near,Male,74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2,2,1,2,High,Good,Low Sleep,1.005764444699114,1.0412199911030902,-1.3821849342223185,0.6201582164464976,-1.213934457288018,2392,2184,52,0
16,67,High,Medium,No,9,80,Medium,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Female,64,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,1,0,2,Medium,Poor,Healthy Sleep,-0.6636453495797573,-1.1239193342459837,1.3425937799077299,0.3423552545289758,-0.40124168605466753,1072,1280,48,16
16,61,Medium,Low,No,4,86,Medium,Yes,3,Medium,High,Public,Positive,4,No,High School,Near,Female,63,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,1,1,2,Medium,Poor,Low Sleep,-0.6636453495797573,-1.6435527723297614,-2.0633796127548307,0.7590596974052585,1.2241438564120333,976,1376,64,48
14,67,High,Medium,Yes,5,86,Medium,No,0,High,Medium,Public,Positive,4,No,College,Moderate,Female,64,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,1,1,2,1,Medium,Poor,Low Sleep,-0.9975273084355315,-1.1239193342459837,-1.3821849342223185,0.7590596974052585,-1.213934457288018,938,1204,56,0
24,91,Medium,Medium,Yes,7,72,Medium,Yes,3,Medium,High,Public,Neutral,3,No,High School,Moderate,Male,71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,2,High,Good,Normal Sleep,0.6718824858433398,0.9546144180891273,-0.01979557715729433,-0.21325066930606779,1.2241438564120333,2184,1728,72,72
