item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type
DRC49,8.67,Low Fat,0.114571006,Soft Drinks,143.61,OUT019,1985,Small,Tier 1,Grocery Store
FDQ47,7.155,Regular,0.167371926,Breads,36.49,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL20,17.1,Low Fat,0.128307691,Fruits and Vegetables,111.39,OUT013,1987,High,Tier 3,Supermarket Type1
FDM34,19,Low Fat,0,Snack Foods,130.96,OUT035,2004,Small,Tier 2,Supermarket Type1
NCN55,14.6,Low Fat,0.059440998,Others,239.45,OUT013,1987,High,Tier 3,Supermarket Type1
FDD41,6.765,Regular,0.087243604,Frozen Foods,104.43,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE52,10.395,Regular,0.029933264,Dairy,90.15,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCT18,14.6,Low Fat,0.104010753,Household,179.2,OUT019,1985,Small,Tier 1,Grocery Store
FDJ32,10.695,Low Fat,0.058027764,Fruits and Vegetables,59.65,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDE16,8.895,Low Fat,0.026343715,Frozen Foods,210.2,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ09,17.6,Low Fat,0.105091664,Snack Foods,163.09,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRZ11,8.85,Regular,0.112664944,Soft Drinks,123.54,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK41,14.3,Low Fat,0.127740015,Frozen Foods,86.52,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE56,17.25,Regular,0.159442933,Fruits and Vegetables,61.32,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH34,8.63,Low Fat,0.03106937,Snack Foods,186.06,OUT013,1987,High,Tier 3,Supermarket Type1
DRI49,14.15,Low Fat,0.183354585,Soft Drinks,80.93,OUT013,1987,High,Tier 3,Supermarket Type1
DRI59,9.5,Low Fat,0.04083467,Hard Drinks,224.71,OUT046,1997,Small,Tier 1,Supermarket Type1
DRC36,13,Regular,0.045054813,Soft Drinks,173.81,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDS15,9.195,Regular,0.136674035,Meat,105.86,OUT019,1985,Small,Tier 1,Grocery Store
FDI07,12.35,Regular,0.03389839,Meat,196.04,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ15,13.1,Low Fat,0.020955763,Dairy,118.68,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCX41,19,Low Fat,0.017633471,Health and Hygiene,211.32,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCO29,11.15,Low Fat,0.056476427,Health and Hygiene,166.25,OUT019,1985,Small,Tier 1,Grocery Store
FDF57,14.5,Regular,0.058778429,Fruits and Vegetables,168.44,OUT013,1987,High,Tier 3,Supermarket Type1
FDI33,16.5,Low Fat,0.028413443,Snack Foods,90.91,OUT035,2004,Small,Tier 2,Supermarket Type1
DRJ47,18.25,Low Fat,0.044319101,Hard Drinks,172.01,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB34,15.25,Low Fat,0.026609813,Snack Foods,86.32,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY22,16.5,Regular,0.158947217,Snack Foods,143.31,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRL11,10.5,Low Fat,0.048289771,Hard Drinks,158.39,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDY46,18.6,Low Fat,0.047880884,Snack Foods,188.79,OUT035,2004,Small,Tier 2,Supermarket Type1
FDG17,6.865,Regular,0.035810387,Frozen Foods,243.15,OUT013,1987,High,Tier 3,Supermarket Type1
FDE52,10.395,Regular,0,Dairy,88.55,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRP47,15.75,Low Fat,0.139922439,Hard Drinks,251.54,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO01,21.1,Regular,0.034678781,Breakfast,127.8,OUT010,1998,Unknown,Tier 3,Grocery Store
FDL09,19.6,Regular,0.128036069,Snack Foods,169.68,OUT046,1997,Small,Tier 1,Supermarket Type1
FDR57,5.675,Regular,0.023477413,Snack Foods,157.73,OUT013,1987,High,Tier 3,Supermarket Type1
DRD37,9.8,Low Fat,0,Soft Drinks,48.01,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ36,7.855,Regular,0.16076514,Baking Goods,39.08,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL33,7.235,Low Fat,0.100117939,Snack Foods,196.75,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDL48,19.35,Regular,0.082433257,Baking Goods,49.7,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDL28,10,Regular,0.063272773,Frozen Foods,230.97,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCN29,15.2,Low Fat,0,Health and Hygiene,47.5,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO13,7.865,Low Fat,0.061048127,Breakfast,165.95,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB38,19.5,Regular,0.02740216,Canned,161.79,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDI36,12.5,Regular,0.062331643,Baking Goods,196.34,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI58,7.64,Regular,0.070691105,Snack Foods,91.41,OUT035,2004,Small,Tier 2,Supermarket Type1
FDH22,6.405,Low Fat,0.136856178,Snack Foods,128.97,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDQ27,5.19,Regular,0.044215795,Meat,105,OUT013,1987,High,Tier 3,Supermarket Type1
FDT33,7.81,Regular,0.033990657,Snack Foods,166.12,OUT046,1997,Small,Tier 1,Supermarket Type1
FDC56,7.72,Low Fat,0.121767168,Fruits and Vegetables,119.14,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDF14,7.55,low fat,0.027169816,Canned,154.83,OUT046,1997,Small,Tier 1,Supermarket Type1
FDQ39,14.8,Low Fat,0.081500543,Meat,192.28,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCM43,14.5,Low Fat,0.019585531,Others,164.62,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDS46,17.6,Regular,0.047248393,Snack Foods,120.08,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI22,12.6,Low Fat,0.096362017,Snack Foods,207.46,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCE43,12.5,Low Fat,0.103652052,Household,170.44,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDZ36,6.035,Regular,0.110108566,Baking Goods,186.12,OUT010,1998,Unknown,Tier 3,Grocery Store
FDR13,9.895,Regular,0.05028647,Canned,115.85,OUT019,1985,Small,Tier 1,Grocery Store
FDP46,15.35,Low Fat,0.074919567,Snack Foods,89.38,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW56,7.68,Low Fat,0.124137242,Fruits and Vegetables,191.82,OUT019,1985,Small,Tier 1,Grocery Store
FDB40,17.5,Regular,0.007582533,Dairy,145.51,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDM28,15.7,Low Fat,0.045387996,Frozen Foods,178.87,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDV49,10,Low Fat,0.025805706,Canned,264.62,OUT013,1987,High,Tier 3,Supermarket Type1
NCS53,14.5,Low Fat,0.090143906,Health and Hygiene,156.86,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDO03,10.395,Regular,0.03694032,Meat,228.84,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT15,12.15,Regular,0.042673451,Meat,183.6,OUT035,2004,Small,Tier 2,Supermarket Type1
FDD33,12.85,Low Fat,0.108360852,Fruits and Vegetables,230.66,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDX13,7.725,Low Fat,0,Canned,250.91,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDH60,19.7,Regular,0.080669843,Baking Goods,197.31,OUT013,1987,High,Tier 3,Supermarket Type1
DRH51,17.6,Low Fat,0.097216576,Dairy,86.19,OUT046,1997,Small,Tier 1,Supermarket Type1
NCL07,13.85,Low Fat,0,Others,41.95,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDW51,6.155,Regular,0.094851844,Meat,213.86,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDF21,10.3,Regular,0.102999154,Fruits and Vegetables,187.95,OUT019,1985,Small,Tier 1,Grocery Store
FDH26,19.25,Regular,0.06075476,Canned,140.15,OUT019,1985,Small,Tier 1,Grocery Store
FDJ03,12.35,Regular,0.072507467,Dairy,50.27,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU35,6.44,Low Fat,0.079663441,Breads,97.97,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRL01,19.5,Regular,0.077486687,Soft Drinks,231.9,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDE59,12.15,Low Fat,0.062414139,Starchy Foods,36.75,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDI60,7.22,Regular,0.038313974,Baking Goods,63.95,OUT035,2004,Small,Tier 2,Supermarket Type1
DRH39,20.7,Low Fat,0.092672678,Dairy,77.27,OUT035,2004,Small,Tier 2,Supermarket Type1
FDK36,7.09,Low Fat,0.007226532,Baking Goods,49.3,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDN52,9.395,Regular,0.131836711,Frozen Foods,85.22,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDU12,15.5,Regular,0.076179549,Baking Goods,263.16,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCT05,10.895,Low Fat,0.020850388,Health and Hygiene,255.87,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDS37,7.655,Low Fat,0.031790174,Canned,117.25,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK24,9.195,Low Fat,0.101867911,Baking Goods,46.47,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRF36,16.1,Low Fat,0.023557678,Soft Drinks,191.58,OUT013,1987,High,Tier 3,Supermarket Type1
FDN46,7.21,Regular,0.242083443,Snack Foods,101.23,OUT010,1998,Unknown,Tier 3,Grocery Store
NCN06,8.39,Low Fat,0.120741638,Household,162.39,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDD59,10.5,Regular,0.066168292,Starchy Foods,80.7,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM14,13.8,Low Fat,0.013290868,Canned,109.53,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDO10,13.65,Regular,0,Snack Foods,56.36,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU35,6.44,Low Fat,0.079149445,Breads,98.17,OUT013,1987,High,Tier 3,Supermarket Type1
NCA30,19,Low Fat,0.129860583,Household,188.79,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCO41,12.5,Low Fat,0.018878167,Health and Hygiene,97.34,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDI24,10.3,Low Fat,0.078743805,Baking Goods,175.84,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ16,16.85,Regular,0.159855844,Frozen Foods,192.75,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV47,17.1,Low Fat,0.054207549,Breads,82.76,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV16,7.75,Regular,0,Frozen Foods,34.56,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDZ22,9.395,Low Fat,0.045261336,Snack Foods,81.92,OUT035,2004,Small,Tier 2,Supermarket Type1
FDO20,12.85,Regular,0.254630746,Fruits and Vegetables,254.04,OUT010,1998,Unknown,Tier 3,Grocery Store
FDW38,5.325,Regular,0,Dairy,55.63,OUT013,1987,High,Tier 3,Supermarket Type1
FDW52,14,Regular,0.037598636,Frozen Foods,164.05,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDT43,16.35,Low Fat,0.035976809,Fruits and Vegetables,51.23,OUT019,1985,Small,Tier 1,Grocery Store
NCS29,9,Low Fat,0.069686501,Health and Hygiene,264.69,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCC31,8.02,Low Fat,0.019982858,Household,154.6,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDA21,13.65,Low Fat,0,Snack Foods,186.69,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDQ55,13.65,Regular,0.013038075,Fruits and Vegetables,116.18,OUT046,1997,Small,Tier 1,Supermarket Type1
NCE54,20.7,Low Fat,0.026941678,Household,75.94,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDD45,8.615,Low Fat,0,Fruits and Vegetables,93.84,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCP17,19.35,Low Fat,0.027871135,Health and Hygiene,63.82,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDR47,17.85,Low Fat,0.087452117,Breads,193.18,OUT035,2004,Small,Tier 2,Supermarket Type1
DRM35,9.695,Low Fat,0.070385933,Hard Drinks,177.33,OUT013,1987,High,Tier 3,Supermarket Type1
FDR47,17.85,Low Fat,0.153146326,Breads,194.28,OUT019,1985,Small,Tier 1,Grocery Store
FDX19,19.1,Low Fat,0.161912574,Fruits and Vegetables,234,OUT010,1998,Unknown,Tier 3,Grocery Store
FDV22,14.85,Regular,0.009890655,Snack Foods,156.26,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ46,7.51,low fat,0.10331031,Snack Foods,111.25,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRO47,10.195,low fat,0.11245226,Hard Drinks,112.29,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDB44,6.655,Low Fat,0.028385607,Fruits and Vegetables,210.66,OUT010,1998,Unknown,Tier 3,Grocery Store
FDN02,16.5,Low Fat,0.123572515,Canned,205.16,OUT010,1998,Unknown,Tier 3,Grocery Store
FDW10,21.2,Low Fat,0.070819614,Snack Foods,174.54,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDJ41,6.85,Low Fat,0.04006567,Frozen Foods,262.56,OUT019,1985,Small,Tier 1,Grocery Store
FDM50,13,Regular,0.030089171,Canned,58.32,OUT046,1997,Small,Tier 1,Supermarket Type1
FDW10,21.2,Low Fat,0.070662917,Snack Foods,177.04,OUT035,2004,Small,Tier 2,Supermarket Type1
FDY48,14,Low Fat,0.023771773,Baking Goods,102.23,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCE30,16,Low Fat,0.098655965,Household,212.99,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO04,16.6,Low Fat,0.026591024,Frozen Foods,56.76,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDQ26,13.5,Regular,0.113604487,Dairy,57.96,OUT010,1998,Unknown,Tier 3,Grocery Store
NCX29,10,Low Fat,0.089515698,Health and Hygiene,146.11,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDE39,7.89,Low Fat,0.036134504,Dairy,117.78,OUT046,1997,Small,Tier 1,Supermarket Type1
NCR54,16.35,Low Fat,0.090123641,Household,194.81,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCP55,14.65,Low Fat,0.011135837,Others,56.86,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX22,6.785,Regular,0.023104767,Snack Foods,211.29,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDI05,8.35,Regular,0.126845728,Frozen Foods,74.04,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC51,10.895,Regular,0,Dairy,124.87,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC10,9.8,Regular,0.072817026,Snack Foods,119.21,OUT013,1987,High,Tier 3,Supermarket Type1
FDJ46,11.1,Low Fat,0,Snack Foods,174.31,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDV10,7.645,Regular,0.111652253,Snack Foods,44.21,OUT010,1998,Unknown,Tier 3,Grocery Store
FDX12,18.2,Regular,0.025938267,Baking Goods,242.52,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL43,10.1,Low Fat,0.047386238,Meat,77.87,OUT019,1985,Small,Tier 1,Grocery Store
DRB13,6.115,Regular,0.00704434,Soft Drinks,189.05,OUT046,1997,Small,Tier 1,Supermarket Type1
FDF59,12.5,Low Fat,0.070899006,Starchy Foods,128,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDT35,19.85,Regular,0.081582021,Breads,167.88,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCJ19,18.6,Low Fat,0.118157664,Others,58.36,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT35,19.85,Regular,0,Breads,169.68,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDI48,11.85,Regular,0.055718399,Baking Goods,49.67,OUT046,1997,Small,Tier 1,Supermarket Type1
DRC24,17.85,Low Fat,0.043458854,Soft Drinks,152.3,OUT019,1985,Small,Tier 1,Grocery Store
NCZ05,8.485,Low Fat,0.058461026,Health and Hygiene,102.9,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDJ57,7.42,Regular,0.021607186,Seafood,185.36,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDX11,16,Regular,0.107355914,Baking Goods,182.56,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDE09,8.775,Low Fat,0.021599298,Fruits and Vegetables,110.82,OUT035,2004,Small,Tier 2,Supermarket Type1
NCK06,5.03,Low Fat,0.008659972,Household,120.28,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRE37,13.5,Low Fat,0.094752537,Soft Drinks,189.99,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDV56,16.1,Regular,0.013595722,Fruits and Vegetables,106.06,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY43,14.85,Low Fat,0.098958842,Fruits and Vegetables,167.25,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDV35,19.5,Low Fat,0.128099312,Breads,153.63,OUT013,1987,High,Tier 3,Supermarket Type1
FDF05,12.676,Low Fat,0.04704746,Frozen Foods,261.69,OUT019,1985,Small,Tier 1,Grocery Store
FDA36,5.985,Low Fat,0.005665312,Baking Goods,183.49,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS13,6.465,Low Fat,0.123903191,Canned,263.09,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU47,12.8,Regular,0.113759721,Breads,141.98,OUT013,1987,High,Tier 3,Supermarket Type1
FDI36,12.5,Regular,0.104350123,Baking Goods,195.84,OUT010,1998,Unknown,Tier 3,Grocery Store
FDH48,13.5,Low Fat,0.060480359,Baking Goods,86.45,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ14,7.71,Regular,0.047549094,Dairy,121.58,OUT013,1987,High,Tier 3,Supermarket Type1
FDS46,17.6,Regular,0.047218002,Snack Foods,121.08,OUT013,1987,High,Tier 3,Supermarket Type1
FDE21,12.8,Low Fat,0.023074472,Fruits and Vegetables,117.85,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDA26,7.855,Regular,0.074035365,Dairy,220.55,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV12,16.7,Regular,0.060874678,Baking Goods,99.94,OUT046,1997,Small,Tier 1,Supermarket Type1
FDL46,20.35,Low Fat,0.094646702,Snack Foods,115.95,OUT019,1985,Small,Tier 1,Grocery Store
FDN57,18.25,Low Fat,0.054189065,Snack Foods,143.02,OUT013,1987,High,Tier 3,Supermarket Type1
NCJ18,12.35,Low Fat,0.16486926,Household,117.61,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDO36,19.7,Low Fat,0.078071853,Baking Goods,179.67,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDX55,15.1,Low Fat,0.055430785,Fruits and Vegetables,215.82,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDT25,7.5,Low Fat,0.088858409,Canned,123.31,OUT019,1985,Small,Tier 1,Grocery Store
FDD16,20.5,Low Fat,0.036409618,Frozen Foods,74.77,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCX18,14.15,Low Fat,0.008786665,Household,196.11,OUT013,1987,High,Tier 3,Supermarket Type1
NCG55,16.25,Low Fat,0.039305628,Household,114.62,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCV18,6.775,Low Fat,0.105409495,Household,83.22,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCS18,12.65,Low Fat,0.042203138,Household,107.69,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC37,15.5,Low Fat,0.032940022,Baking Goods,107.09,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDE47,14.15,Low Fat,0.037908749,Starchy Foods,124,OUT046,1997,Small,Tier 1,Supermarket Type1
DRG49,7.81,Low Fat,0.118105517,Soft Drinks,245.65,OUT019,1985,Small,Tier 1,Grocery Store
FDC39,7.405,Low Fat,0,Dairy,206.93,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH24,20.7,Low Fat,0.037523149,Baking Goods,159.13,OUT019,1985,Small,Tier 1,Grocery Store
FDV39,11.3,Low Fat,0.007244635,Meat,198.34,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCL17,7.39,Low Fat,0.067917171,Health and Hygiene,143.08,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCY53,20,Low Fat,0.058470282,Health and Hygiene,113.35,OUT035,2004,Small,Tier 2,Supermarket Type1
FDH52,9.42,Regular,0.043866567,Frozen Foods,63.42,OUT013,1987,High,Tier 3,Supermarket Type1
NCD19,8.93,Low Fat,0.013233076,Household,53.76,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDI44,16.1,Low Fat,0.10023287,Fruits and Vegetables,76.33,OUT046,1997,Small,Tier 1,Supermarket Type1
DRD49,9.895,Low Fat,0.167018335,Soft Drinks,237.96,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN08,7.72,Regular,0.088347953,Fruits and Vegetables,119.05,OUT035,2004,Small,Tier 2,Supermarket Type1
FDO20,12.85,Regular,0.151391113,Fruits and Vegetables,253.04,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY02,8.945,Regular,0.087645926,Dairy,261.79,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX23,6.445,Low Fat,0.029751978,Baking Goods,93.44,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDX01,10.1,Low Fat,0.02430102,Canned,115.92,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDH20,16.1,Regular,0.024828296,Fruits and Vegetables,96.64,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCX41,19,Low Fat,0.017819505,Health and Hygiene,211.72,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDD21,10.3,Regular,0.030421197,Fruits and Vegetables,115.22,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRH11,5.98,Low Fat,0.132292244,Hard Drinks,54.46,OUT019,1985,Small,Tier 1,Grocery Store
DRE60,9.395,Low Fat,0.159983523,Soft Drinks,225.47,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB10,10,Low Fat,0.067152194,Snack Foods,237.26,OUT013,1987,High,Tier 3,Supermarket Type1
FDH38,6.425,Low Fat,0.010429544,Canned,117.78,OUT013,1987,High,Tier 3,Supermarket Type1
NCL07,13.85,Low Fat,0.031466218,Others,38.65,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD48,10.395,Low Fat,0.030158689,Baking Goods,113.52,OUT046,1997,Small,Tier 1,Supermarket Type1
NCT54,8.695,Low Fat,0.118956749,Household,93.41,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDF32,16.35,Low Fat,0.06775127,Fruits and Vegetables,198.64,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRH51,17.6,Low Fat,0.097413734,Dairy,88.09,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRG03,14.5,Low Fat,0.061974853,Dairy,155.5,OUT035,2004,Small,Tier 2,Supermarket Type1
NCY42,6.38,Low Fat,0.026547707,Household,142.95,OUT019,1985,Small,Tier 1,Grocery Store
FDH32,12.8,Low Fat,0.076490264,Fruits and Vegetables,94.94,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCJ06,20.1,Low Fat,0.034484812,Household,120.68,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDH47,13.5,Regular,0.128192414,Starchy Foods,96.81,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ08,12.5,Regular,0.110440439,Fruits and Vegetables,81.96,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDK16,9.065,Low Fat,0.115982139,Frozen Foods,95.61,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRG01,14.8,Low Fat,0.045061095,Soft Drinks,75.87,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCM53,18.75,Low Fat,0.051788905,Health and Hygiene,105.13,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCB07,19.2,Low Fat,0.077492893,Household,197.01,OUT035,2004,Small,Tier 2,Supermarket Type1
NCZ06,19.6,Low Fat,0.094143857,Household,253.27,OUT035,2004,Small,Tier 2,Supermarket Type1
FDU48,18.85,Low Fat,0.05544452,Baking Goods,130.63,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCB55,15.7,Low Fat,0.159885004,Household,59.26,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDP15,15.2,Low Fat,0,Meat,258.23,OUT013,1987,High,Tier 3,Supermarket Type1
FDF17,5.19,Low Fat,0.042620887,Frozen Foods,196.01,OUT046,1997,Small,Tier 1,Supermarket Type1
NCN06,8.39,Low Fat,0.120684607,Household,164.99,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRM48,15.2,Low Fat,0.113356563,Soft Drinks,38.18,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH10,21,low fat,0.04930501,Snack Foods,191.75,OUT046,1997,Small,Tier 1,Supermarket Type1
FDC60,5.425,Regular,0.114938715,Baking Goods,88.15,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDE35,7.06,Regular,0,Starchy Foods,58.29,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRI23,18.85,Low Fat,0.137082779,Hard Drinks,162.36,OUT013,1987,High,Tier 3,Supermarket Type1
NCR38,17.25,Low Fat,0.113423999,Household,253.57,OUT013,1987,High,Tier 3,Supermarket Type1
FDP04,15.35,Low Fat,0.01381016,Frozen Foods,62.42,OUT035,2004,Small,Tier 2,Supermarket Type1
NCW17,18,Low Fat,0.019425549,Health and Hygiene,130.3,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDX34,6.195,Low Fat,0.07239271,Snack Foods,122.21,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCK53,11.6,Low Fat,0.037657459,Health and Hygiene,98.1,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCO54,19.5,Low Fat,0.023892238,Household,55.76,OUT010,1998,Unknown,Tier 3,Grocery Store
NCH55,16.35,Low Fat,0.034672316,Household,127.2,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT44,16.6,Low Fat,0.102487825,Fruits and Vegetables,117.15,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRG49,7.81,Low Fat,0.067455296,Soft Drinks,242.85,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX46,12.3,Regular,0.097275539,Snack Foods,57.66,OUT010,1998,Unknown,Tier 3,Grocery Store
DRG36,14.15,Low Fat,0.095526508,Soft Drinks,170.61,OUT049,1999,Medium,Tier 1,Supermarket Type1
